Model loaded successfully from 'datasets/dummy7.txt'
T=10.0, cost=10966.613495665031
***NEW BEST = 9836.28566113493***
***NEW BEST = 9256.83069499792***
***NEW BEST = 8344.530259741641***
***NEW BEST = 8129.2904747032535***
***NEW BEST = 7897.678307113099***
***NEW BEST = 7283.18797087989***
***NEW BEST = 7152.514973006215***
***NEW BEST = 6764.785988251793***
***NEW BEST = 6724.297779307127***
***NEW BEST = 6277.029048724236***
***NEW BEST = 6184.894992578099***
***NEW BEST = 5984.9841416412955***
***NEW BEST = 5687.212483298463***
***NEW BEST = 5570.309214530135***
***NEW BEST = 5518.214157513947***
***NEW BEST = 5465.548469384631***
***NEW BEST = 5365.082514564028***
***NEW BEST = 5157.654418618506***
***NEW BEST = 5069.650428878138***
***NEW BEST = 4957.102617116375***
***NEW BEST = 4947.487758246614***
***NEW BEST = 4926.584544956292***
***NEW BEST = 4581.3864111041***
***NEW BEST = 4422.719014996297***
***NEW BEST = 4045.590114894236***
***NEW BEST = 3951.4443947192062***
***NEW BEST = 3941.849138060301***
***NEW BEST = 3880.498053053954***
***NEW BEST = 3842.079307629357***
***NEW BEST = 3694.294202796607***
***NEW BEST = 3670.094113654341***
***NEW BEST = 3654.8868435765207***
***NEW BEST = 3641.1357682775715***
***NEW BEST = 3607.8854717696076***
***NEW BEST = 3547.3938381373264***
***NEW BEST = 3521.9475512723543***
***NEW BEST = 3439.9581649525226***
***NEW BEST = 3425.3627022703804***
***NEW BEST = 3395.4855672274566***
***NEW BEST = 3343.6230165128463***
***NEW BEST = 3321.3768976629526***
***NEW BEST = 3277.4646790219194***
***NEW BEST = 3263.037741739766***
***NEW BEST = 3249.4709000691873***
***NEW BEST = 3199.008694227438***
***NEW BEST = 3156.342055432521***
***NEW BEST = 3048.3459898802157***
***NEW BEST = 3024.0635562768994***
T=9.8, cost=3024.0635562768994
***NEW BEST = 3009.4926080254922***
***NEW BEST = 2998.889906375597***
T=9.604000000000001, cost=3064.9246677313076
T=9.41192, cost=3049.0931952089477
T=9.2236816, cost=2998.889906375597
T=9.039207968000001, cost=2998.889906375597
T=8.858423808640001, cost=2998.889906375597
T=8.6812553324672, cost=2998.889906375597
T=8.507630225817856, cost=2998.889906375597
T=8.337477621301499, cost=2998.889906375597
T=8.17072806887547, cost=2998.889906375597
T=8.00731350749796, cost=2998.889906375597
T=7.847167237348001, cost=3012.9437500984664
T=7.690223892601041, cost=3022.0214294506304
T=7.5364194147490196, cost=2998.889906375597
T=7.385691026454039, cost=3012.9437500984664
T=7.237977205924959, cost=2998.889906375597
T=7.0932176618064595, cost=2998.889906375597
T=6.95135330857033, cost=2998.889906375597
T=6.812326242398924, cost=3012.9437500984664
T=6.676079717550945, cost=2998.889906375597
T=6.542558123199926, cost=2998.889906375597
T=6.411706960735928, cost=2998.889906375597
T=6.283472821521209, cost=3012.9437500984664
T=6.157803365090785, cost=2998.889906375597
T=6.034647297788969, cost=2998.889906375597
T=5.91395435183319, cost=2998.889906375597
T=5.795675264796526, cost=3012.9437500984664
T=5.679761759500596, cost=3012.9437500984664
T=5.566166524310584, cost=2998.889906375597
T=5.454843193824373, cost=2998.889906375597
T=5.345746329947885, cost=2998.889906375597
T=5.238831403348927, cost=2998.889906375597
T=5.134054775281948, cost=2998.889906375597
T=5.0313736797763084, cost=2998.889906375597
T=4.930746206180782, cost=2998.889906375597
T=4.8321312820571665, cost=2998.889906375597
T=4.735488656416023, cost=2998.889906375597
T=4.640778883287703, cost=2998.889906375597
T=4.547963305621948, cost=2998.889906375597
T=4.457004039509509, cost=2998.889906375597
T=4.367863958719319, cost=2998.889906375597
T=4.280506679544932, cost=2998.889906375597
T=4.194896545954034, cost=2998.889906375597
T=4.110998615034953, cost=2998.889906375597
T=4.028778642734254, cost=2998.889906375597
T=3.948203069879569, cost=2998.889906375597
T=3.8692390084819777, cost=2998.889906375597
T=3.791854228312338, cost=2998.889906375597
T=3.7160171437460914, cost=2998.889906375597
T=3.6416968008711694, cost=2998.889906375597
T=3.568862864853746, cost=2998.889906375597
T=3.4974856075566714, cost=2998.889906375597
T=3.427535895405538, cost=2998.889906375597
T=3.358985177497427, cost=2998.889906375597
T=3.2918054739474787, cost=2998.889906375597
T=3.225969364468529, cost=2998.889906375597
T=3.1614499771791587, cost=3009.4926080254922
T=3.0982209776355756, cost=2998.889906375597
T=3.036256558082864, cost=2998.889906375597
T=2.975531426921207, cost=3009.4926080254922
T=2.9160207983827826, cost=2998.889906375597
T=2.857700382415127, cost=2998.889906375597
T=2.8005463747668244, cost=2998.889906375597
T=2.744535447271488, cost=2998.889906375597
T=2.689644738326058, cost=2998.889906375597
T=2.6358518435595366, cost=2998.889906375597
T=2.5831348066883457, cost=2998.889906375597
T=2.5314721105545788, cost=2998.889906375597
T=2.480842668343487, cost=2998.889906375597
T=2.4312258149766173, cost=2998.889906375597
T=2.382601298677085, cost=2998.889906375597
T=2.3349492727035432, cost=2998.889906375597
T=2.2882502872494723, cost=2998.889906375597
T=2.2424852815044827, cost=2998.889906375597
T=2.197635575874393, cost=2998.889906375597
T=2.153682864356905, cost=2998.889906375597
T=2.110609207069767, cost=2998.889906375597
T=2.0683970229283717, cost=2998.889906375597
T=2.027029082469804, cost=2998.889906375597
T=1.9864885008204078, cost=2998.889906375597
