Model loaded successfully from 'datasets/dummy5.txt'
T=10.0, cost=919.3341649686523
***NEW BEST = 896.0221038879952***
***NEW BEST = 584.7623263669323***
***NEW BEST = 568.630085454134***
***NEW BEST = 534.1292415559806***
***NEW BEST = 460.99567744872127***
***NEW BEST = 457.8842646802178***
***NEW BEST = 456.8893113409519***
***NEW BEST = 431.9422477150644***
***NEW BEST = 414.9331236196198***
***NEW BEST = 379.4775049397782***
***NEW BEST = 354.3305898583786***
***NEW BEST = 330.1807462101882***
***NEW BEST = 315.15981311469625***
***NEW BEST = 310.47650337549356***
***NEW BEST = 292.86985368779744***
***NEW BEST = 275.1927012888507***
***NEW BEST = 268.47444464551324***
***NEW BEST = 265.5522977780267***
***NEW BEST = 264.72996905642907***
***NEW BEST = 262.6393155016366***
***NEW BEST = 259.34108990116846***
***NEW BEST = 245.49305641928203***
***NEW BEST = 240.17577735618124***
***NEW BEST = 238.25570831306766***
***NEW BEST = 237.75384767746598***
***NEW BEST = 235.07112674056674***
T=9.8, cost=260.3758033229057
***NEW BEST = 234.5603644777986***
***NEW BEST = 233.74897617695666***
***NEW BEST = 232.38488594720272***
T=9.604000000000001, cost=286.5059826594356
T=9.41192, cost=309.8199510538818
T=9.2236816, cost=257.13741818657775
***NEW BEST = 227.02226484624114***
T=9.039207968000001, cost=291.279534628466
***NEW BEST = 226.68185318569658***
T=8.858423808640001, cost=299.0039765728824
T=8.6812553324672, cost=284.36164767827336
***NEW BEST = 223.5345504121013***
***NEW BEST = 214.07730682838474***
T=8.507630225817856, cost=255.5892672229972
T=8.337477621301499, cost=297.8619971971583
T=8.17072806887547, cost=263.4562105415986
T=8.00731350749796, cost=291.5910363668138
T=7.847167237348001, cost=293.6958794732726
T=7.690223892601041, cost=289.25362223462616
T=7.5364194147490196, cost=256.3588900240516
T=7.385691026454039, cost=275.52414243214787
T=7.237977205924959, cost=265.14061244226684
T=7.0932176618064595, cost=319.016806312046
T=6.95135330857033, cost=246.82611520063836
T=6.812326242398924, cost=284.4161167537502
T=6.676079717550945, cost=285.9894823571452
T=6.542558123199926, cost=291.5721749308372
T=6.411706960735928, cost=259.8104389616606
T=6.283472821521209, cost=307.4915553043839
T=6.157803365090785, cost=257.94158552198337
T=6.034647297788969, cost=279.78839448209544
T=5.91395435183319, cost=265.20395147570594
T=5.795675264796526, cost=294.882973512108
T=5.679761759500596, cost=257.9712710404717
T=5.566166524310584, cost=258.1036051017485
T=5.454843193824373, cost=250.77166170046914
T=5.345746329947885, cost=248.0885905863191
T=5.238831403348927, cost=259.7210869767983
T=5.134054775281948, cost=241.74981882065805
T=5.0313736797763084, cost=261.85560114561105
T=4.930746206180782, cost=253.36039577630032
T=4.8321312820571665, cost=251.01271031852568
T=4.735488656416023, cost=250.04097219179954
T=4.640778883287703, cost=251.235582859699
T=4.547963305621948, cost=251.62939512663831
T=4.457004039509509, cost=220.70612328735513
***NEW BEST = 213.2659185275428***
T=4.367863958719319, cost=245.87111879873603
T=4.280506679544932, cost=270.68834972666804
T=4.194896545954034, cost=243.07112674056674
T=4.110998615034953, cost=226.4178744847492
T=4.028778642734254, cost=243.98591631777433
T=3.948203069879569, cost=267.73155700065377
T=3.8692390084819777, cost=229.82563746803038
T=3.791854228312338, cost=233.09646185610356
T=3.7160171437460914, cost=255.31358732434393
T=3.6416968008711694, cost=219.61291039174287
T=3.568862864853746, cost=237.36514889497667
T=3.4974856075566714, cost=243.91858075558716
T=3.427535895405538, cost=242.745778299971
T=3.358985177497427, cost=245.05225494932637
T=3.2918054739474787, cost=226.68185318569658
T=3.225969364468529, cost=242.08852240414342
T=3.1614499771791587, cost=246.06355958354953
T=3.0982209776355756, cost=248.9522433000483
T=3.036256558082864, cost=239.2701797094145
T=2.975531426921207, cost=236.6598819409809
T=2.9160207983827826, cost=238.65528837412847
T=2.857700382415127, cost=232.38488594720275
T=2.8005463747668244, cost=253.55586186804877
T=2.744535447271488, cost=214.07730682838468
T=2.689644738326058, cost=219.6129103917429
T=2.6358518435595366, cost=246.71896054951475
T=2.5831348066883457, cost=231.2898285741064
T=2.5314721105545788, cost=228.0398888214683
T=2.480842668343487, cost=226.21087654539923
T=2.4312258149766173, cost=228.6666538868842
T=2.382601298677085, cost=214.07730682838468
T=2.3349492727035432, cost=221.99501226796716
T=2.2882502872494723, cost=230.38428582283734
T=2.2424852815044827, cost=226.46764539713314
T=2.197635575874393, cost=244.92062647492892
T=2.153682864356905, cost=236.85374363794196
T=2.110609207069767, cost=221.57764963455406
T=2.0683970229283717, cost=227.02226484624117
T=2.027029082469804, cost=214.07730682838474
T=1.9864885008204078, cost=214.07730682838468
T=1.9467587308039997, cost=214.07730682838474
T=1.9078235561879198, cost=220.7061232873551
T=1.8696670850641612, cost=214.07730682838468
T=1.832273743362878, cost=214.07730682838468
T=1.7956282684956204, cost=214.07730682838468
T=1.759715703125708, cost=225.65625709629126
T=1.7245213890631939, cost=217.52746286527753
T=1.69003096128193, cost=226.46764539713314
T=1.6562303420562914, cost=214.07730682838474
T=1.6231057352151654, cost=214.07730682838474
T=1.590643620510862, cost=214.07730682838468
T=1.5588307481006447, cost=214.07730682838468
T=1.5276541331386317, cost=214.07730682838474
T=1.497101050475859, cost=214.07730682838468
T=1.467159029466342, cost=214.07730682838468
T=1.437815848877015, cost=214.07730682838468
T=1.4090595318994747, cost=214.07730682838474
T=1.3808783412614851, cost=214.07730682838474
T=1.3532607744362555, cost=214.07730682838468
T=1.3261955589475303, cost=214.07730682838474
T=1.2996716477685797, cost=214.07730682838468
T=1.273678214813208, cost=214.07730682838468
T=1.2482046505169437, cost=214.07730682838468
T=1.2232405575066048, cost=214.07730682838474
T=1.1987757463564725, cost=214.07730682838468
T=1.174800231429343, cost=214.07730682838468
T=1.1513042268007563, cost=214.07730682838468
T=1.1282781422647412, cost=214.07730682838474
T=1.1057125794194465, cost=214.07730682838468
T=1.0835983278310575, cost=214.07730682838474
T=1.0619263612744363, cost=214.07730682838474
T=1.0406878340489476, cost=214.07730682838474
T=1.0198740773679686, cost=214.07730682838468
***NEW BEST = 213.2659185275428***
========= SOLUTION ==========
0 0 13.4
0 5 21.1
0 4 25.5
0 1 30.0
0 11 60.6
0 8 68.9
7 0 9.0
7 3 21.2
7 7 27.0
7 6 37.0
7 2 41.0
8 0 51.4
8 10 60.8
8 9 64.0
==========================
========= SOLUTION (description) ==========
Bus 0
	t=13.4	PUB ->  (5) t=21.1
	t=21.1	(5) ->  (4) t=25.5
	t=25.5	(4) ->  (1) t=30.0
	t=30.0	(1) ->  (11) t=60.6
	t=60.6	(11) ->  (8) t=68.9
	t=68.9	(8) ->  PUB
Bus 7
	t=9.0	PUB ->  (3) t=21.2
	t=21.2	(3) ->  (7) t=27.0
	t=27.0	(7) ->  (6) t=37.0
	t=37.0	(6) ->  (2) t=41.0
	t=41.0	(2) ->  PUB
Bus 8
	t=51.4	PUB ->  (10) t=60.8
	t=60.8	(10) ->  (9) t=64.0
	t=64.0	(9) ->  PUB
==========================================
========= SOLUTION COST ==========
213.2659185275428
==========================================
